13.0722 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AD5026CF40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AD5026CFA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AD5026CDC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AD5060DA00>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.0723 	EXP 	window1: mouseVisible = True
13.0724 	EXP 	window1: backgroundImage = ''
13.0724 	EXP 	window1: backgroundFit = 'none'
13.0762 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.0762 	EXP 	window1: recordFrameIntervals = False
13.2046 	EXP 	window1: recordFrameIntervals = True
13.3516 	EXP 	Screen (0) actual frame rate measured at 74.92Hz
13.3517 	EXP 	window1: recordFrameIntervals = False
13.3519 	EXP 	window1: mouseVisible = False
17.9053 	EXP 	two-armed-bandit: status = STARTED
17.9058 	EXP 	window1: mouseVisible = True
18.1078 	EXP 	Created intro_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='intro_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.1080 	EXP 	window1: mouseVisible = True
