subject,type,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,stim_left_name_feedback,stim_right_name_feedback,optimal_stim,optimal_choice,n,key_resp.corr_mean,key_resp.corr_raw,key_resp.corr_std,key_resp.duration_raw,key_resp.keys_raw,key_resp.rt_mean,key_resp.rt_raw,key_resp.rt_std,order
3,0,self,win,self_win,1,Play to WIN points,0,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.46824631094932556,0.46824631094932556,0.0,0.0
3,0,self,win,self_win,1,Play to WIN points,1,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.22115209698677063,0.22115209698677063,0.0,1.0
3,0,self,win,self_win,1,Play to WIN points,2,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.32381290197372437,0.32381290197372437,0.0,2.0
3,0,self,win,self_win,1,Play to WIN points,3,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot1_up.jpg,left,1.0,0.0,0.0,0.0,,'right',1.638374924659729,1.638374924659729,0.0,3.0
3,0,self,win,self_win,1,Play to WIN points,4,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.2823747992515564,0.2823747992515564,0.0,4.0
3,0,self,win,self_win,1,Play to WIN points,5,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.2748410999774933,0.2748410999774933,0.0,5.0
3,0,self,win,self_win,1,Play to WIN points,6,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.534949779510498,0.534949779510498,0.0,6.0
3,0,self,win,self_win,1,Play to WIN points,7,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.40783458948135376,0.40783458948135376,0.0,7.0
3,0,self,win,self_win,1,Play to WIN points,8,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.4563916027545929,0.4563916027545929,0.0,8.0
3,0,self,win,self_win,1,Play to WIN points,9,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.45335209369659424,0.45335209369659424,0.0,9.0
3,0,self,win,self_win,1,Play to WIN points,10,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.44580769538879395,0.44580769538879395,0.0,10.0
3,0,self,win,self_win,1,Play to WIN points,11,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.3028056025505066,0.3028056025505066,0.0,11.0
3,0,self,win,self_win,1,Play to WIN points,12,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.30197790265083313,0.30197790265083313,0.0,12.0
3,0,self,win,self_win,1,Play to WIN points,13,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.5268474221229553,0.5268474221229553,0.0,13.0
3,0,self,win,self_win,1,Play to WIN points,14,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.3872497081756592,0.3872497081756592,0.0,14.0
3,0,self,win,self_win,1,Play to WIN points,15,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.6071255207061768,0.6071255207061768,0.0,15.0
3,0,self,win,self_win,1,Play to WIN points,16,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.4662410020828247,0.4662410020828247,0.0,16.0
3,0,self,win,self_win,1,Play to WIN points,17,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.3576332926750183,0.3576332926750183,0.0,17.0
3,0,self,win,self_win,1,Play to WIN points,18,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.2331421971321106,0.2331421971321106,0.0,18.0
3,0,self,win,self_win,1,Play to WIN points,19,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.22519859671592712,0.22519859671592712,0.0,19.0
3,0,self,win,self_win,1,Play to WIN points,20,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,1,1,2,stimuli/slot1_up.jpg,stimuli/slot2_up.jpg,stimuli/slot1_down.jpg,stimuli/slot2_down.jpg,stimuli/slot2_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.452022910118103,0.452022910118103,0.0,20.0
3,0,self,win,self_win,1,Play to WIN points,21,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.4194501042366028,0.4194501042366028,0.0,21.0
3,0,self,win,self_win,1,Play to WIN points,22,stimuli/slot2_up.jpg,0,stimuli/slot1_up.jpg,1,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot1_up.jpg,right,1.0,1.0,1.0,0.0,,'right',0.49394649267196655,0.49394649267196655,0.0,22.0
3,0,self,win,self_win,1,Play to WIN points,23,stimuli/slot2_up.jpg,1,stimuli/slot1_up.jpg,0,0,2,1,stimuli/slot2_up.jpg,stimuli/slot1_up.jpg,stimuli/slot2_down.jpg,stimuli/slot1_down.jpg,stimuli/slot2_up.jpg,left,1.0,0.0,0.0,0.0,,'right',0.33345210552215576,0.33345210552215576,0.0,23.0
